"Temp"	"Flow"	"Filter"
8.72198376338929	110.447322218679	1352.4897787349
5.43824815424159	110.943827931769	1015.20191947365
12.0968401827849	133.248261872213	1152.60037211299
11.5769039653242	103.307291027158	1303.41337999466
7.49855723232031	107.605000627227	608.263740447586
8.0005483306013	96.3305997964926	1092.75061101743
10.8486662595533	85.0125360558741	1334.05494561027
8.33467143354937	143.936844002455	1220.73625058351
11.2201196374372	134.018550117034	1732.54701085324
10.4582855431363	87.5275647849776	607.153422461824
13.7979573011398	85.5448575457558	1043.68927918392
12.0687474077567	110.3722613235	1531.91882972916
12.3197259451263	127.584197281394	2118.51681698556
14.3163442797959	131.404936842155	1799.87232899233
9.55120594473556	111.675761181396	1570.2766029106
10.9031972917728	134.865000098944	1426.11371616332
13.2043609488755	127.5884875888	2110.13679069247
7.24118480458856	116.309255580418	1433.05616402372
9.11666829371825	128.356402791105	1843.33640394244
5.38610560819507	121.179295519833	659.514950216735
12.007115453016	137.021276764572	1913.49512638723
14.5683746156283	136.703146214131	1927.51647737923
7.13352001970634	122.695513160434	852.888094461186
11.6106150019914	149.538675039075	2153.08372002437
14.2331888200715	139.026837996207	2553.91205609665
12.9571976140141	130.085238208994	2188.54867931261
5.71212554350495	81.3356832019053	342.02232859494
8.89407767681405	101.35561759118	1161.38812797574
9.06451216200367	141.806358906906	1550.93043176785
11.5935507812537	145.894277137704	2033.67082047144
9.23347146715969	96.4092606911436	1624.27566819442
8.20984446210787	145.566607983783	2029.30968338553
6.97730733314529	119.669138377067	1432.46640711005
6.63170094368979	138.995328221936	1106.15791653245
10.2331107505597	137.491082579363	1080.89451410428
14.1347865201533	99.5980998012237	1356.65728319256
7.06772719044238	83.3110796147957	838.496969382647
13.1428301613778	95.7458439306356	1092.51811097815
5.20167198264971	127.116485305596	867.971427274092
14.2480441345833	147.125160088763	2529.30751950401
